loss,mae,val_loss,val_mae
0.04900319501757622,0.13143084943294525,0.006066532339900732,0.05888388305902481
0.003279837081208825,0.040876664221286774,0.0019427624065428972,0.03178228810429573
0.0014220697339624166,0.025999804958701134,0.001208751229569316,0.024704890325665474
0.001008209423162043,0.021828098222613335,0.0009002985316328704,0.02119951695203781
0.0007344111218117177,0.01895054616034031,0.0007600428652949631,0.019533829763531685
0.0005530182970687747,0.016721375286579132,0.0005225742934271693,0.0167190283536911
0.0004130169400013983,0.014520158991217613,0.00042584535549394786,0.01496706623584032
0.00032869403366930783,0.012981447391211987,0.0003801973070949316,0.013964538462460041
0.0002819547080434859,0.012093947269022465,0.0003285289858467877,0.013086022809147835
0.00024826149456202984,0.011366944760084152,0.00028995488537475467,0.012349456548690796
0.00022601449745707214,0.010891586542129517,0.00025037911836989224,0.011499643325805664
0.00020902312826365232,0.010517958551645279,0.0002381481317570433,0.01115233264863491
0.00018822765559889376,0.009976566769182682,0.00022215969511307776,0.01068582572042942
0.00017642528109718114,0.009694156236946583,0.00024376869259867817,0.011498389765620232
0.00016498191689606756,0.009410487487912178,0.00025458939489908516,0.011376796290278435
0.00014189741341397166,0.008674724958837032,0.00018755228666123003,0.009778727777302265
0.00013528118142858148,0.00847036112099886,0.00017744151409715414,0.009692600928246975
0.00013326844782568514,0.008459998294711113,0.0001673763763392344,0.009184109978377819
0.00013045755622442812,0.008402683772146702,0.0001701208093436435,0.009183612652122974
0.00012593663996085525,0.00829102098941803,0.000152210021042265,0.008745765313506126
0.00012300428352318704,0.008200555108487606,0.00014272962289396673,0.008491178043186665
0.00011353816807968542,0.007878403179347515,0.000137260154588148,0.008292153477668762
0.00010492840374354273,0.007529337890446186,0.00014508786262013018,0.008778807707130909
0.00010235474474029616,0.007496241945773363,0.00013459268666338176,0.00846292544156313
0.00010319734428776428,0.00751820532605052,0.00014720417675562203,0.008560541085898876
9.311460598837584e-05,0.007110647391527891,0.0001349375379504636,0.008265450596809387
8.763201185502112e-05,0.0068770344369113445,0.0001185577639262192,0.007824085652828217
9.611970745027065e-05,0.007314704358577728,0.0001653443614486605,0.008813268505036831
9.46490908972919e-05,0.007280396297574043,0.0002313870209036395,0.011192183010280132
0.00010151632886845618,0.007597366347908974,0.00013866947847418487,0.00847909227013588
7.817114237695932e-05,0.00650683231651783,0.0001032477302942425,0.007169021293520927
7.320264558074996e-05,0.006279421038925648,9.477888670517132e-05,0.007001773454248905
8.217152208089828e-05,0.006712120957672596,0.00011138387344544753,0.007499320898205042
0.00010415737051516771,0.0075198449194431305,9.80616532615386e-05,0.007072629407048225
8.050572796491906e-05,0.006679093930870295,0.00010949251736747101,0.007529504131525755
7.483418448828161e-05,0.006431540474295616,9.406400204170495e-05,0.006998710334300995
7.498219201806933e-05,0.006467756815254688,9.65557192103006e-05,0.0072985365986824036
7.332421955652535e-05,0.006433046888560057,0.00011295415606582537,0.007609755732119083
7.628816092619672e-05,0.006519140675663948,0.00010223074059467763,0.007104271091520786
7.407811790471897e-05,0.006430656183511019,0.0001399392931489274,0.008079370483756065
6.597804895136505e-05,0.006086861249059439,9.487762144999579e-05,0.007132255006581545
6.837311229901388e-05,0.006234020926058292,9.077420691028237e-05,0.006733853369951248
7.278635166585445e-05,0.006424848921597004,0.00011908425949513912,0.007904406636953354
7.495702448068187e-05,0.00641873013228178,7.21879187040031e-05,0.0060884179547429085
6.131803093012422e-05,0.005807904060930014,8.532428910257295e-05,0.006256624590605497
6.736792420269921e-05,0.006086651235818863,0.0001579909585416317,0.009261021390557289
6.650126306340098e-05,0.006089077331125736,7.688699406571686e-05,0.006403719075024128
6.666162516921759e-05,0.006092950236052275,0.00010414242569822818,0.007199157495051622
6.686567940050736e-05,0.006245925556868315,7.994368206709623e-05,0.006304744631052017
5.539992707781494e-05,0.005568657070398331,9.212831355398521e-05,0.006880779284983873
